#,variety,lysimeter,day of year,hour,minute,ET,hour of year,minute of year 
12608,m82,lys5,202,17,55,20,202.7083333,202.7465278
12609,m82,lys5,202,18,0,10,202.75,202.75
12610,m82,lys5,202,18,5,5,202.75,202.7534722
12611,m82,lys5,202,18,10,20,202.75,202.7569444
12612,m82,lys5,202,18,15,10,202.75,202.7604167
12613,m82,lys5,202,18,20,15,202.75,202.7638889
12614,m82,lys5,202,18,25,5,202.75,202.7673611
12615,m82,lys5,202,18,30,5,202.75,202.7708333
12616,m82,lys5,202,18,35,15,202.75,202.7743056
12617,m82,lys5,202,18,40,15,202.75,202.7777778
12618,m82,lys5,202,18,45,10,202.75,202.78125
12619,m82,lys5,202,18,50,5,202.75,202.7847222
12620,m82,lys5,202,18,55,5,202.75,202.7881944
12621,m82,lys5,202,19,0,10,202.7916667,202.7916667
12622,m82,lys5,202,19,5,10,202.7916667,202.7951389
12623,m82,lys5,202,19,10,0,202.7916667,202.7986111
12624,m82,lys5,202,19,15,0,202.7916667,202.8020833
12625,m82,lys5,202,19,20,10,202.7916667,202.8055556
12626,m82,lys5,202,19,25,15,202.7916667,202.8090278
12627,m82,lys5,202,19,30,5,202.7916667,202.8125
12628,m82,lys5,202,19,35,0,202.7916667,202.8159722
12629,m82,lys5,202,19,40,5,202.7916667,202.8194444
12630,m82,lys5,202,19,45,5,202.7916667,202.8229167
12631,m82,lys5,202,19,50,5,202.7916667,202.8263889
12632,m82,lys5,202,19,55,0,202.7916667,202.8298611
12633,m82,lys5,202,20,0,5,202.8333333,202.8333333
12634,m82,lys5,202,20,5,5,202.8333333,202.8368056
12635,m82,lys5,202,20,10,5,202.8333333,202.8402778
12636,m82,lys5,202,20,15,0,202.8333333,202.84375
12637,m82,lys5,202,20,20,5,202.8333333,202.8472222
12638,m82,lys5,202,20,25,10,202.8333333,202.8506944
12639,m82,lys5,202,20,30,0,202.8333333,202.8541667
12640,m82,lys5,202,20,35,0,202.8333333,202.8576389
12641,m82,lys5,202,20,40,0,202.8333333,202.8611111
12642,m82,lys5,202,20,45,10,202.8333333,202.8645833
12643,m82,lys5,202,20,50,0,202.8333333,202.8680556
12644,m82,lys5,202,20,55,5,202.8333333,202.8715278
12645,m82,lys5,202,21,0,0,202.875,202.875
12646,m82,lys5,202,21,5,0,202.875,202.8784722
12647,m82,lys5,202,21,10,5,202.875,202.8819444
12648,m82,lys5,202,21,15,5,202.875,202.8854167
12649,m82,lys5,202,21,20,5,202.875,202.8888889
12650,m82,lys5,202,21,25,0,202.875,202.8923611
12651,m82,lys5,202,21,30,0,202.875,202.8958333
12652,m82,lys5,202,21,35,0,202.875,202.8993056
12653,m82,lys5,202,21,40,5,202.875,202.9027778
12654,m82,lys5,202,21,45,5,202.875,202.90625
12655,m82,lys5,202,21,50,5,202.875,202.9097222
12656,m82,lys5,202,21,55,0,202.875,202.9131944
12657,m82,lys5,202,22,0,0,202.9166667,202.9166667
12658,m82,lys5,202,22,5,10,202.9166667,202.9201389
12659,m82,lys5,202,22,10,0,202.9166667,202.9236111
12660,m82,lys5,202,22,15,5,202.9166667,202.9270833
12661,m82,lys5,202,22,20,0,202.9166667,202.9305556
12662,m82,lys5,202,22,25,0,202.9166667,202.9340278
12663,m82,lys5,202,22,30,0,202.9166667,202.9375
12664,m82,lys5,202,22,35,5,202.9166667,202.9409722
12665,m82,lys5,202,22,40,5,202.9166667,202.9444444
12666,m82,lys5,202,22,45,5,202.9166667,202.9479167
12667,m82,lys5,202,22,50,0,202.9166667,202.9513889
12668,m82,lys5,202,22,55,0,202.9166667,202.9548611
12669,m82,lys5,202,23,0,0,202.9583333,202.9583333
12670,m82,lys5,202,23,5,0,202.9583333,202.9618056
12671,m82,lys5,202,23,10,0,202.9583333,202.9652778
12672,m82,lys5,202,23,15,0,202.9583333,202.96875
12673,m82,lys5,202,23,20,0,202.9583333,202.9722222
12674,m82,lys5,202,23,25,0,202.9583333,202.9756944
12675,m82,lys5,202,23,30,0,202.9583333,202.9791667
12676,m82,lys5,202,23,35,0,202.9583333,202.9826389
12677,m82,lys5,202,23,40,NA,202.9583333,202.9861111
12678,m82,lys5,202,23,45,NA,202.9583333,202.9895833
12679,m82,lys5,202,23,50,0,202.9583333,202.9930556
12680,m82,lys5,202,23,55,0,202.9583333,202.9965278
12681,m82,lys5,203,0,0,0,203,203
12682,m82,lys5,203,0,5,0,203,203.0034722
12683,m82,lys5,203,0,10,10,203,203.0069444
12684,m82,lys5,203,0,15,5,203,203.0104167
12685,m82,lys5,203,0,20,5,203,203.0138889
12686,m82,lys5,203,0,25,0,203,203.0173611
12687,m82,lys5,203,0,30,5,203,203.0208333
12688,m82,lys5,203,0,35,0,203,203.0243056
12689,m82,lys5,203,0,40,0,203,203.0277778
12690,m82,lys5,203,0,45,5,203,203.03125
12691,m82,lys5,203,0,50,5,203,203.0347222
12692,m82,lys5,203,0,55,0,203,203.0381944
12693,m82,lys5,203,1,0,5,203.0416667,203.0416667
12694,m82,lys5,203,1,5,5,203.0416667,203.0451389
12695,m82,lys5,203,1,10,0,203.0416667,203.0486111
12696,m82,lys5,203,1,15,0,203.0416667,203.0520833
12697,m82,lys5,203,1,20,0,203.0416667,203.0555556
12698,m82,lys5,203,1,25,5,203.0416667,203.0590278
12699,m82,lys5,203,1,30,5,203.0416667,203.0625
12700,m82,lys5,203,1,35,0,203.0416667,203.0659722
12701,m82,lys5,203,1,40,0,203.0416667,203.0694444
12702,m82,lys5,203,1,45,5,203.0416667,203.0729167
12703,m82,lys5,203,1,50,0,203.0416667,203.0763889
12704,m82,lys5,203,1,55,5,203.0416667,203.0798611
12705,m82,lys5,203,2,0,0,203.0833333,203.0833333
12706,m82,lys5,203,2,5,0,203.0833333,203.0868056
12707,m82,lys5,203,2,10,5,203.0833333,203.0902778
12708,m82,lys5,203,2,15,5,203.0833333,203.09375
12709,m82,lys5,203,2,20,0,203.0833333,203.0972222
12710,m82,lys5,203,2,25,0,203.0833333,203.1006944
12711,m82,lys5,203,2,30,10,203.0833333,203.1041667
12712,m82,lys5,203,2,35,0,203.0833333,203.1076389
12713,m82,lys5,203,2,40,0,203.0833333,203.1111111
12714,m82,lys5,203,2,45,5,203.0833333,203.1145833
12715,m82,lys5,203,2,50,0,203.0833333,203.1180556
12716,m82,lys5,203,2,55,0,203.0833333,203.1215278
12717,m82,lys5,203,3,0,0,203.125,203.125
12718,m82,lys5,203,3,5,0,203.125,203.1284722
12719,m82,lys5,203,3,10,5,203.125,203.1319444
12720,m82,lys5,203,3,15,5,203.125,203.1354167
12721,m82,lys5,203,3,20,0,203.125,203.1388889
12722,m82,lys5,203,3,25,5,203.125,203.1423611
12723,m82,lys5,203,3,30,0,203.125,203.1458333
12724,m82,lys5,203,3,35,0,203.125,203.1493056
12725,m82,lys5,203,3,40,5,203.125,203.1527778
12726,m82,lys5,203,3,45,0,203.125,203.15625
12727,m82,lys5,203,3,50,0,203.125,203.1597222
12728,m82,lys5,203,3,55,5,203.125,203.1631944
12729,m82,lys5,203,4,0,0,203.1666667,203.1666667
12730,m82,lys5,203,4,5,0,203.1666667,203.1701389
12731,m82,lys5,203,4,10,5,203.1666667,203.1736111
12732,m82,lys5,203,4,15,5,203.1666667,203.1770833
12733,m82,lys5,203,4,20,5,203.1666667,203.1805556
12734,m82,lys5,203,4,25,0,203.1666667,203.1840278
12735,m82,lys5,203,4,30,5,203.1666667,203.1875
12736,m82,lys5,203,4,35,0,203.1666667,203.1909722
12737,m82,lys5,203,4,40,0,203.1666667,203.1944444
12738,m82,lys5,203,4,45,5,203.1666667,203.1979167
12739,m82,lys5,203,4,50,0,203.1666667,203.2013889
12740,m82,lys5,203,4,55,0,203.1666667,203.2048611
12741,m82,lys5,203,5,0,0,203.2083333,203.2083333
12742,m82,lys5,203,5,5,5,203.2083333,203.2118056
12743,m82,lys5,203,5,10,5,203.2083333,203.2152778
12744,m82,lys5,203,5,15,5,203.2083333,203.21875
12745,m82,lys5,203,5,20,0,203.2083333,203.2222222
12746,m82,lys5,203,5,25,0,203.2083333,203.2256944
12747,m82,lys5,203,5,30,5,203.2083333,203.2291667
12748,m82,lys5,203,5,35,0,203.2083333,203.2326389
12749,m82,lys5,203,5,40,0,203.2083333,203.2361111
12750,m82,lys5,203,5,45,0,203.2083333,203.2395833
12751,m82,lys5,203,5,50,10,203.2083333,203.2430556
12752,m82,lys5,203,5,55,5,203.2083333,203.2465278
12753,m82,lys5,203,6,0,0,203.25,203.25
12754,m82,lys5,203,6,5,5,203.25,203.2534722
12755,m82,lys5,203,6,10,5,203.25,203.2569444
12756,m82,lys5,203,6,15,0,203.25,203.2604167
12757,m82,lys5,203,6,20,0,203.25,203.2638889
12758,m82,lys5,203,6,25,0,203.25,203.2673611
12759,m82,lys5,203,6,30,10,203.25,203.2708333
12760,m82,lys5,203,6,35,5,203.25,203.2743056
12761,m82,lys5,203,6,40,5,203.25,203.2777778
12762,m82,lys5,203,6,45,5,203.25,203.28125
12763,m82,lys5,203,6,50,5,203.25,203.2847222
12764,m82,lys5,203,6,55,0,203.25,203.2881944
12765,m82,lys5,203,7,0,10,203.2916667,203.2916667
12766,m82,lys5,203,7,5,20,203.2916667,203.2951389
12767,m82,lys5,203,7,10,20,203.2916667,203.2986111
12768,m82,lys5,203,7,15,5,203.2916667,203.3020833
12769,m82,lys5,203,7,20,15,203.2916667,203.3055556
12770,m82,lys5,203,7,25,10,203.2916667,203.3090278
12771,m82,lys5,203,7,30,10,203.2916667,203.3125
12772,m82,lys5,203,7,35,10,203.2916667,203.3159722
12773,m82,lys5,203,7,40,NA,203.2916667,203.3194444
12774,m82,lys5,203,7,45,NA,203.2916667,203.3229167
12775,m82,lys5,203,7,50,NA,203.2916667,203.3263889
12776,m82,lys5,203,7,55,NA,203.2916667,203.3298611
12777,m82,lys5,203,8,0,20,203.3333333,203.3333333
12778,m82,lys5,203,8,5,10,203.3333333,203.3368056
12779,m82,lys5,203,8,10,20,203.3333333,203.3402778
12780,m82,lys5,203,8,15,20,203.3333333,203.34375
12781,m82,lys5,203,8,20,15,203.3333333,203.3472222
12782,m82,lys5,203,8,25,15,203.3333333,203.3506944
12783,m82,lys5,203,8,30,20,203.3333333,203.3541667
12784,m82,lys5,203,8,35,20,203.3333333,203.3576389
12785,m82,lys5,203,8,40,25,203.3333333,203.3611111
12786,m82,lys5,203,8,45,20,203.3333333,203.3645833
12787,m82,lys5,203,8,50,10,203.3333333,203.3680556
12788,m82,lys5,203,8,55,20,203.3333333,203.3715278
12789,m82,lys5,203,9,0,20,203.375,203.375
12790,m82,lys5,203,9,5,25,203.375,203.3784722
12791,m82,lys5,203,9,10,20,203.375,203.3819444
12792,m82,lys5,203,9,15,10,203.375,203.3854167
12793,m82,lys5,203,9,20,25,203.375,203.3888889
12794,m82,lys5,203,9,25,35,203.375,203.3923611
12795,m82,lys5,203,9,30,35,203.375,203.3958333
12796,m82,lys5,203,9,35,15,203.375,203.3993056
12797,m82,lys5,203,9,40,25,203.375,203.4027778
12798,m82,lys5,203,9,45,40,203.375,203.40625
12799,m82,lys5,203,9,50,30,203.375,203.4097222
12800,m82,lys5,203,9,55,30,203.375,203.4131944
12801,m82,lys5,203,10,0,35,203.4166667,203.4166667
12802,m82,lys5,203,10,5,40,203.4166667,203.4201389
12803,m82,lys5,203,10,10,30,203.4166667,203.4236111
12804,m82,lys5,203,10,15,40,203.4166667,203.4270833
12805,m82,lys5,203,10,20,40,203.4166667,203.4305556
12806,m82,lys5,203,10,25,35,203.4166667,203.4340278
12807,m82,lys5,203,10,30,35,203.4166667,203.4375
12808,m82,lys5,203,10,35,25,203.4166667,203.4409722
12809,m82,lys5,203,10,40,NA,203.4166667,203.4444444
12810,m82,lys5,203,10,45,NA,203.4166667,203.4479167
12811,m82,lys5,203,10,50,NA,203.4166667,203.4513889
12812,m82,lys5,203,10,55,NA,203.4166667,203.4548611
12813,m82,lys5,203,11,0,35,203.4583333,203.4583333
12814,m82,lys5,203,11,5,50,203.4583333,203.4618056
12815,m82,lys5,203,11,10,50,203.4583333,203.4652778
12816,m82,lys5,203,11,15,40,203.4583333,203.46875
12817,m82,lys5,203,11,20,45,203.4583333,203.4722222
12818,m82,lys5,203,11,25,50,203.4583333,203.4756944
12819,m82,lys5,203,11,30,55,203.4583333,203.4791667
12820,m82,lys5,203,11,35,45,203.4583333,203.4826389
12821,m82,lys5,203,11,40,50,203.4583333,203.4861111
12822,m82,lys5,203,11,45,50,203.4583333,203.4895833
12823,m82,lys5,203,11,50,55,203.4583333,203.4930556
12824,m82,lys5,203,11,55,50,203.4583333,203.4965278
12825,m82,lys5,203,12,0,50,203.5,203.5
12826,m82,lys5,203,12,5,50,203.5,203.5034722
12827,m82,lys5,203,12,10,50,203.5,203.5069444
12828,m82,lys5,203,12,15,60,203.5,203.5104167
12829,m82,lys5,203,12,20,50,203.5,203.5138889
12830,m82,lys5,203,12,25,60,203.5,203.5173611
12831,m82,lys5,203,12,30,60,203.5,203.5208333
12832,m82,lys5,203,12,35,55,203.5,203.5243056
12833,m82,lys5,203,12,40,55,203.5,203.5277778
12834,m82,lys5,203,12,45,55,203.5,203.53125
12835,m82,lys5,203,12,50,50,203.5,203.5347222
12836,m82,lys5,203,12,55,60,203.5,203.5381944
12837,m82,lys5,203,13,0,60,203.5416667,203.5416667
12838,m82,lys5,203,13,5,55,203.5416667,203.5451389
12839,m82,lys5,203,13,10,60,203.5416667,203.5486111
12840,m82,lys5,203,13,15,60,203.5416667,203.5520833
12841,m82,lys5,203,13,20,55,203.5416667,203.5555556
12842,m82,lys5,203,13,25,55,203.5416667,203.5590278
12843,m82,lys5,203,13,30,55,203.5416667,203.5625
12844,m82,lys5,203,13,35,55,203.5416667,203.5659722
12845,m82,lys5,203,13,40,55,203.5416667,203.5694444
12846,m82,lys5,203,13,45,NA,203.5416667,203.5729167
12847,m82,lys5,203,13,50,NA,203.5416667,203.5763889
12848,m82,lys5,203,13,55,NA,203.5416667,203.5798611
12849,m82,lys5,203,14,0,NA,203.5833333,203.5833333
12850,m82,lys5,203,14,5,NA,203.5833333,203.5868056
12851,m82,lys5,203,14,10,55,203.5833333,203.5902778
12852,m82,lys5,203,14,15,55,203.5833333,203.59375
12853,m82,lys5,203,14,20,55,203.5833333,203.5972222
12854,m82,lys5,203,14,25,50,203.5833333,203.6006944
12855,m82,lys5,203,14,30,55,203.5833333,203.6041667
12856,m82,lys5,203,14,35,55,203.5833333,203.6076389
12857,m82,lys5,203,14,40,55,203.5833333,203.6111111
12858,m82,lys5,203,14,45,50,203.5833333,203.6145833
12859,m82,lys5,203,14,50,50,203.5833333,203.6180556
12860,m82,lys5,203,14,55,55,203.5833333,203.6215278
12861,m82,lys5,203,15,0,50,203.625,203.625
12862,m82,lys5,203,15,5,45,203.625,203.6284722
12863,m82,lys5,203,15,10,50,203.625,203.6319444
12864,m82,lys5,203,15,15,50,203.625,203.6354167
12865,m82,lys5,203,15,20,45,203.625,203.6388889
12866,m82,lys5,203,15,25,45,203.625,203.6423611
12867,m82,lys5,203,15,30,45,203.625,203.6458333
12868,m82,lys5,203,15,35,45,203.625,203.6493056
12869,m82,lys5,203,15,40,45,203.625,203.6527778
12870,m82,lys5,203,15,45,40,203.625,203.65625
12871,m82,lys5,203,15,50,35,203.625,203.6597222
12872,m82,lys5,203,15,55,45,203.625,203.6631944
12873,m82,lys5,203,16,0,40,203.6666667,203.6666667
12874,m82,lys5,203,16,5,45,203.6666667,203.6701389
12875,m82,lys5,203,16,10,30,203.6666667,203.6736111
12876,m82,lys5,203,16,15,35,203.6666667,203.6770833
12877,m82,lys5,203,16,20,40,203.6666667,203.6805556
12878,m82,lys5,203,16,25,40,203.6666667,203.6840278
12879,m82,lys5,203,16,30,25,203.6666667,203.6875
12880,m82,lys5,203,16,35,15,203.6666667,203.6909722
12881,m82,lys5,203,16,40,NA,203.6666667,203.6944444
12882,m82,lys5,203,16,45,NA,203.6666667,203.6979167
12883,m82,lys5,203,16,50,NA,203.6666667,203.7013889
12884,m82,lys5,203,16,55,NA,203.6666667,203.7048611
12885,m82,lys5,203,17,0,25,203.7083333,203.7083333
12886,m82,lys5,203,17,5,20,203.7083333,203.7118056
12887,m82,lys5,203,17,10,35,203.7083333,203.7152778
12888,m82,lys5,203,17,15,25,203.7083333,203.71875
12889,m82,lys5,203,17,20,15,203.7083333,203.7222222
12890,m82,lys5,203,17,25,25,203.7083333,203.7256944
12891,m82,lys5,203,17,30,25,203.7083333,203.7291667
12892,m82,lys5,203,17,35,15,203.7083333,203.7326389
12893,m82,lys5,203,17,40,20,203.7083333,203.7361111
12894,m82,lys5,203,17,45,20,203.7083333,203.7395833
12895,m82,lys5,203,17,50,5,203.7083333,203.7430556
12896,m82,lys5,203,17,55,20,203.7083333,203.7465278
12897,m82,lys5,203,18,0,20,203.75,203.75
12898,m82,lys5,203,18,5,10,203.75,203.7534722
12899,m82,lys5,203,18,10,5,203.75,203.7569444
12900,m82,lys5,203,18,15,10,203.75,203.7604167
12901,m82,lys5,203,18,20,20,203.75,203.7638889
12902,m82,lys5,203,18,25,10,203.75,203.7673611
12903,m82,lys5,203,18,30,0,203.75,203.7708333
12904,m82,lys5,203,18,35,10,203.75,203.7743056
12905,m82,lys5,203,18,40,15,203.75,203.7777778
12906,m82,lys5,203,18,45,10,203.75,203.78125
12907,m82,lys5,203,18,50,10,203.75,203.7847222
12908,m82,lys5,203,18,55,5,203.75,203.7881944
12909,m82,lys5,203,19,0,0,203.7916667,203.7916667
12910,m82,lys5,203,19,5,10,203.7916667,203.7951389
12911,m82,lys5,203,19,10,0,203.7916667,203.7986111
12912,m82,lys5,203,19,15,0,203.7916667,203.8020833
12913,m82,lys5,203,19,20,10,203.7916667,203.8055556
12914,m82,lys5,203,19,25,10,203.7916667,203.8090278
12915,m82,lys5,203,19,30,0,203.7916667,203.8125
12916,m82,lys5,203,19,35,5,203.7916667,203.8159722
12917,m82,lys5,203,19,40,10,203.7916667,203.8194444
12918,m82,lys5,203,19,45,0,203.7916667,203.8229167
12919,m82,lys5,203,19,50,0,203.7916667,203.8263889
12920,m82,lys5,203,19,55,5,203.7916667,203.8298611
12921,m82,lys5,203,20,0,10,203.8333333,203.8333333
12922,m82,lys5,203,20,5,0,203.8333333,203.8368056
12923,m82,lys5,203,20,10,0,203.8333333,203.8402778
12924,m82,lys5,203,20,15,5,203.8333333,203.84375
12925,m82,lys5,203,20,20,5,203.8333333,203.8472222
12926,m82,lys5,203,20,25,0,203.8333333,203.8506944
12927,m82,lys5,203,20,30,0,203.8333333,203.8541667
12928,m82,lys5,203,20,35,5,203.8333333,203.8576389
12929,m82,lys5,203,20,40,5,203.8333333,203.8611111
12930,m82,lys5,203,20,45,5,203.8333333,203.8645833
12931,m82,lys5,203,20,50,0,203.8333333,203.8680556
12932,m82,lys5,203,20,55,5,203.8333333,203.8715278
12933,m82,lys5,203,21,0,5,203.875,203.875
12934,m82,lys5,203,21,5,5,203.875,203.8784722
12935,m82,lys5,203,21,10,5,203.875,203.8819444
12936,m82,lys5,203,21,15,0,203.875,203.8854167
12937,m82,lys5,203,21,20,0,203.875,203.8888889
12938,m82,lys5,203,21,25,10,203.875,203.8923611
12939,m82,lys5,203,21,30,5,203.875,203.8958333
12940,m82,lys5,203,21,35,0,203.875,203.8993056
12941,m82,lys5,203,21,40,0,203.875,203.9027778
12942,m82,lys5,203,21,45,0,203.875,203.90625
12943,m82,lys5,203,21,50,5,203.875,203.9097222
12944,m82,lys5,203,21,55,5,203.875,203.9131944
12945,m82,lys5,203,22,0,5,203.9166667,203.9166667
12946,m82,lys5,203,22,5,0,203.9166667,203.9201389
12947,m82,lys5,203,22,10,5,203.9166667,203.9236111
12948,m82,lys5,203,22,15,0,203.9166667,203.9270833
12949,m82,lys5,203,22,20,5,203.9166667,203.9305556
12950,m82,lys5,203,22,25,5,203.9166667,203.9340278
12951,m82,lys5,203,22,30,0,203.9166667,203.9375
12952,m82,lys5,203,22,35,0,203.9166667,203.9409722
12953,m82,lys5,203,22,40,10,203.9166667,203.9444444
12954,m82,lys5,203,22,45,5,203.9166667,203.9479167
12955,m82,lys5,203,22,50,0,203.9166667,203.9513889
12956,m82,lys5,203,22,55,0,203.9166667,203.9548611
12957,m82,lys5,203,23,0,0,203.9583333,203.9583333
12958,m82,lys5,203,23,5,0,203.9583333,203.9618056
12959,m82,lys5,203,23,10,0,203.9583333,203.9652778
12960,m82,lys5,203,23,15,0,203.9583333,203.96875
12961,m82,lys5,203,23,20,0,203.9583333,203.9722222
12962,m82,lys5,203,23,25,0,203.9583333,203.9756944
12963,m82,lys5,203,23,30,NA,203.9583333,203.9791667
12964,m82,lys5,203,23,35,NA,203.9583333,203.9826389
12965,m82,lys5,203,23,40,NA,203.9583333,203.9861111
12966,m82,lys5,203,23,45,NA,203.9583333,203.9895833
12967,m82,lys5,203,23,50,0,203.9583333,203.9930556
12968,m82,lys5,203,23,55,0,203.9583333,203.9965278
12969,m82,lys5,NA,NA,NA,NA,NA,NA
12970,m82,lys8,199,0,0,0,199,199
12971,m82,lys8,199,0,5,0,199,199.0034722
12972,m82,lys8,199,0,10,0,199,199.0069444
12973,m82,lys8,199,0,15,NA,199,199.0104167
12974,m82,lys8,199,0,20,10,199,199.0138889
12975,m82,lys8,199,0,25,5,199,199.0173611
12976,m82,lys8,199,0,30,0,199,199.0208333
12977,m82,lys8,199,0,35,5,199,199.0243056
12978,m82,lys8,199,0,40,10,199,199.0277778
12979,m82,lys8,199,0,45,10,199,199.03125
12980,m82,lys8,199,0,50,NA,199,199.0347222
12981,m82,lys8,199,0,55,0,199,199.0381944
12982,m82,lys8,199,1,0,10,199.0416667,199.0416667
12983,m82,lys8,199,1,5,5,199.0416667,199.0451389
12984,m82,lys8,199,1,10,10,199.0416667,199.0486111
12985,m82,lys8,199,1,15,0,199.0416667,199.0520833
12986,m82,lys8,199,1,20,0,199.0416667,199.0555556
12987,m82,lys8,199,1,25,NA,199.0416667,199.0590278
12988,m82,lys8,199,1,30,5,199.0416667,199.0625
12989,m82,lys8,199,1,35,10,199.0416667,199.0659722
12990,m82,lys8,199,1,40,0,199.0416667,199.0694444
12991,m82,lys8,199,1,45,0,199.0416667,199.0729167
12992,m82,lys8,199,1,50,NA,199.0416667,199.0763889
12993,m82,lys8,199,1,55,10,199.0416667,199.0798611
12994,m82,lys8,199,2,0,5,199.0833333,199.0833333
12995,m82,lys8,199,2,5,5,199.0833333,199.0868056
12996,m82,lys8,199,2,10,0,199.0833333,199.0902778
12997,m82,lys8,199,2,15,0,199.0833333,199.09375
12998,m82,lys8,199,2,20,10,199.0833333,199.0972222
12999,m82,lys8,199,2,25,5,199.0833333,199.1006944
13000,m82,lys8,199,2,30,5,199.0833333,199.1041667
13001,m82,lys8,199,2,35,0,199.0833333,199.1076389
13002,m82,lys8,199,2,40,0,199.0833333,199.1111111
13003,m82,lys8,199,2,45,10,199.0833333,199.1145833
13004,m82,lys8,199,2,50,10,199.0833333,199.1180556
13005,m82,lys8,199,2,55,0,199.0833333,199.1215278
13006,m82,lys8,199,3,0,0,199.125,199.125
13007,m82,lys8,199,3,5,0,199.125,199.1284722
13008,m82,lys8,199,3,10,5,199.125,199.1319444
13009,m82,lys8,199,3,15,5,199.125,199.1354167
13010,m82,lys8,199,3,20,10,199.125,199.1388889
13011,m82,lys8,199,3,25,0,199.125,199.1423611
13012,m82,lys8,199,3,30,0,199.125,199.1458333
13013,m82,lys8,199,3,35,NA,199.125,199.1493056
13014,m82,lys8,199,3,40,10,199.125,199.1527778
13015,m82,lys8,199,3,45,0,199.125,199.15625
13016,m82,lys8,199,3,50,10,199.125,199.1597222
13017,m82,lys8,199,3,55,NA,199.125,199.1631944
13018,m82,lys8,199,4,0,NA,199.1666667,199.1666667
13019,m82,lys8,199,4,5,10,199.1666667,199.1701389
13020,m82,lys8,199,4,10,5,199.1666667,199.1736111
13021,m82,lys8,199,4,15,0,199.1666667,199.1770833
13022,m82,lys8,199,4,20,0,199.1666667,199.1805556
13023,m82,lys8,199,4,25,0,199.1666667,199.1840278
13024,m82,lys8,199,4,30,10,199.1666667,199.1875
13025,m82,lys8,199,4,35,5,199.1666667,199.1909722
13026,m82,lys8,199,4,40,5,199.1666667,199.1944444
13027,m82,lys8,199,4,45,0,199.1666667,199.1979167
13028,m82,lys8,199,4,50,0,199.1666667,199.2013889
13029,m82,lys8,199,4,55,5,199.1666667,199.2048611
13030,m82,lys8,199,5,0,15,199.2083333,199.2083333
13031,m82,lys8,199,5,5,0,199.2083333,199.2118056
13032,m82,lys8,199,5,10,5,199.2083333,199.2152778
13033,m82,lys8,199,5,15,0,199.2083333,199.21875
13034,m82,lys8,199,5,20,0,199.2083333,199.2222222
13035,m82,lys8,199,5,25,NA,199.2083333,199.2256944
13036,m82,lys8,199,5,30,10,199.2083333,199.2291667
13037,m82,lys8,199,5,35,5,199.2083333,199.2326389
13038,m82,lys8,199,5,40,0,199.2083333,199.2361111
13039,m82,lys8,199,5,45,0,199.2083333,199.2395833
13040,m82,lys8,199,5,50,0,199.2083333,199.2430556
13041,m82,lys8,199,5,55,10,199.2083333,199.2465278
13042,m82,lys8,199,6,0,5,199.25,199.25
13043,m82,lys8,199,6,5,5,199.25,199.2534722
13044,m82,lys8,199,6,10,0,199.25,199.2569444
13045,m82,lys8,199,6,15,0,199.25,199.2604167
13046,m82,lys8,199,6,20,NA,199.25,199.2638889
13047,m82,lys8,199,6,25,10,199.25,199.2673611
13048,m82,lys8,199,6,30,10,199.25,199.2708333
13049,m82,lys8,199,6,35,0,199.25,199.2743056
13050,m82,lys8,199,6,40,0,199.25,199.2777778
13051,m82,lys8,199,6,45,NA,199.25,199.28125
13052,m82,lys8,199,6,50,10,199.25,199.2847222
13053,m82,lys8,199,6,55,15,199.25,199.2881944
13054,m82,lys8,199,7,0,NA,199.2916667,199.2916667
13055,m82,lys8,199,7,5,NA,199.2916667,199.2951389
13056,m82,lys8,199,7,10,30,199.2916667,199.2986111
13057,m82,lys8,199,7,15,25,199.2916667,199.3020833
13058,m82,lys8,199,7,20,15,199.2916667,199.3055556
13059,m82,lys8,199,7,25,0,199.2916667,199.3090278
13060,m82,lys8,199,7,30,10,199.2916667,199.3125
13061,m82,lys8,199,7,35,15,199.2916667,199.3159722
13062,m82,lys8,199,7,40,NA,199.2916667,199.3194444
13063,m82,lys8,199,7,45,NA,199.2916667,199.3229167
13064,m82,lys8,199,7,50,NA,199.2916667,199.3263889
13065,m82,lys8,199,7,55,NA,199.2916667,199.3298611
13066,m82,lys8,199,8,0,10,199.3333333,199.3333333
13067,m82,lys8,199,8,5,25,199.3333333,199.3368056
13068,m82,lys8,199,8,10,15,199.3333333,199.3402778
13069,m82,lys8,199,8,15,15,199.3333333,199.34375
13070,m82,lys8,199,8,20,0,199.3333333,199.3472222
13071,m82,lys8,199,8,25,20,199.3333333,199.3506944
13072,m82,lys8,199,8,30,25,199.3333333,199.3541667
13073,m82,lys8,199,8,35,25,199.3333333,199.3576389
13074,m82,lys8,199,8,40,10,199.3333333,199.3611111
13075,m82,lys8,199,8,45,15,199.3333333,199.3645833
13076,m82,lys8,199,8,50,35,199.3333333,199.3680556
13077,m82,lys8,199,8,55,25,199.3333333,199.3715278
13078,m82,lys8,199,9,0,15,199.375,199.375
13079,m82,lys8,199,9,5,25,199.375,199.3784722
13080,m82,lys8,199,9,10,35,199.375,199.3819444
13081,m82,lys8,199,9,15,25,199.375,199.3854167
13082,m82,lys8,199,9,20,20,199.375,199.3888889
13083,m82,lys8,199,9,25,40,199.375,199.3923611
13084,m82,lys8,199,9,30,35,199.375,199.3958333
13085,m82,lys8,199,9,35,20,199.375,199.3993056
13086,m82,lys8,199,9,40,30,199.375,199.4027778
